5;5;5;2;5;5;2;2;5;6;3;5;5;2;5
2;2;3;6;3;6;7;5;6;3;5;3;3;5;3
10;3;6;3;1;2;10;10;2;5;6;2;6;7;2
1;1;1;4;2;3;9;1;3;4;8;1;2;6;1
3;8;2;1;6;7;12;7;11;1;9;7;1;3;10
6;10;4;8;4;1;5;6;8;2;11;4;4;10;4
9;7;7;11;7;10;1;3;1;7;2;6;7;8;8
12;4;8;7;10;11;4;4;4;8;10;8;10;1;9
8;11;11;5;8;8;11;9;12;11;1;11;8;4;6
4;6;10;10;9;12;8;12;9;10;12;10;11;11;11
11;9;9;12;12;9;6;11;10;9;4;9;9;9;7
7;12;12;9;11;4;3;8;7;12;7;12;12;12;12
